Blog_ID,Author,Author_ID,Title,Publication_Date,Blog Text
D5sikVZUg8,Frank Rodriguez,9jO7FBakvf,Amazing Story Beyond the Stars,2017-03-16,BUILD Windows #Samsung #Slate PC in US #Microsoft Store http://t.co/bm4NeNiT #msdn #bldwin
1AdSWJTkKW,Jack Perez,s4PSCb6acJ,Magical Adventure in the Mountains,1953-11-25,#TeamFollowBack #TFB #MustFollow #MF #FollowNow #FN #FollowFriday #FF #IFB #Twitter #Follow @Only1DeejayER &lt;&lt; oooh DAMN nice pic!!! #Ladies
b1PWQ0lihj,Evelyn Garcia,RPpX3gnJ4R,Amazing Story of the Ancient World,1953-07-18,#Android #Google Samsung Galaxy Nexus Gallery http://t.co/wUnmSQL6 #DhilipSiva
GHZ41dNay7,Noah Thomas,Olg6EpCGYp,Magical Adventure in the Mountains,1909-09-26,I made a reservation and yet I still have to wait in line. Humpt! Oh @apple (@ Apple Store w/ 2 others) http://t.co/JZmVBdNm
ZMRIJQaBRW,Abigail Davis,PVhbJ7DnJq,Amazing Adventure in the Future,1921-01-20,"RT @joselopes_2001: Parabéns, #Google. Vocês humilharam o #iOS! #Android 4.0"
UUW0Lm5LBY,Ivy Davis,o2EQSw3FbV,Mysterious Secret in the Future,1916-05-28,@iTaylor_Simpson u post on #twitter to much like ery 5 sec #Damn
8GIhGXzyHx,Aiden Williams,XzRZCZdNhJ,Magical Life Under the Sea,1923-02-25,"Conoce Microsoft Dynamics Nav, Software una completa gestión integrada de tu negocio http://t.co/oK70bVgk  #navision #microsoft"
Qq3Mss5Kjs,Aiden Robinson,Xh4jp0QVPA,Amazing Story of the Ancient World,1975-02-06,I OUT #Twitter Till 2mar
U6inUurveH,Bob Martin,y5ZpMPreZU,Mysterious Life of the Ancient World,1913-07-13,@Vusala_Abidin xeyirli ugurlu olsun.amma deyen ciddi yenilik yoxdu. #google #nexus #android
6lw52wP2nW,Jack Martin,yO2V8zqubY,Amazing Life Under the Sea,1972-05-16,"#Google #Docs presentations get real-time collaboration, transition effects and more: Google… http://t.co/COSF8WUS"
KxCea8NS3F,David Gonzalez,jCsq8qsQdH,Magical Adventure Beyond the Stars,2020-11-20,"RT @jilldyche: Just saw my bud @EdMaguire of Credit Agricole Securities interviewed by @TylerMatheison  @CNBC, covering  #Microsoft. You ..."
k4pAoFihnj,Jack Martin,W9xdp0PxOx,Incredible Story Under the Sea,2022-12-18,"MS Access: a database, reporting tool, programmable forms w/ VBA, part of MS Office #Microsoft should add web front end admin console/util"
Wle32q1EXo,Ethan Thomas,aG3cHeXOhD,Fantastic Secret Beyond the Stars,1903-09-26,"Boy, could @apple make it any harder to put my purchased music from the cloud on to my new macbook pro? ""You must authorize this computer…"""
yl2obn5qk4,Amelia Hall,fJW2UGYBW3,Mysterious Secret in the Future,1974-06-24,@SteveJobs : @Twitter overwhelmed by reaction to @Apple founder's death - Telegraph http://t.co/tqF6pjf5
NpVkh53OAO,Liam Thomas,vXl88kS2PV,Amazing Story Under the Sea,1941-06-27,@AsimRang @apple @umber well so far ive seen it for apps
7ViCRjo1wJ,Sophia Garcia,8ry5MOqt02,Mysterious Secret in the Future,1905-02-03,Quien no ha creado otra cuenta en #twitter para seguirse? Yo si #Mevalehuevo
CpBgodDeTQ,Ivy Wilson,xE0bTxZUyT,Magical Journey Under the Sea,1969-10-31,"RT @SomalyMam: You follow me on #twitter, Like my #Foundation on #facebook http://t.co/acaP03y9! Together we can stop #humantrafficking"
Q9LmJAvGyc,Ethan Clark,gBP9Q21usB,Incredible Adventure Under the Sea,1905-09-01,Ya el #twitter como que me esta dejando de parecer divertido...
Pop90jF5GL,Daniel Wilson,jAmoRfqARH,Incredible Life in the Mountains,1931-07-19,Got to do it!RT @ElderMLTillerJr: I am cracking up at @BishopWSThomas advertising for #Twitter LOL
ad6nzLm98w,Amelia Martinez,rZS5S1FsbX,Fantastic Adventure of the Ancient World,1915-02-19,@garbage Welcome to #Twitter!
sBwj4hMpBV,Emma Williams,gE7CxYt68O,Magical Adventure in the Future,1976-02-14,#twitter off!!...
drShMBP6cm,Emma Smith,8dl5zQFDLY,Incredible Life of the Ancient World,1906-09-07,#SamsungGalaxyNexus #google #android #Face Unlock.Ice Cream Sandwich literally knows your face. http://t.co/vUyxwrxW
N3sk9oV6PX,Ava Anderson,WSi3Gny26f,Amazing Adventure of the Ancient World,1936-03-02,#Android #Google Ice Cream Sandwich SDK now available http://t.co/K0tksZ1O #DhilipSiva
EEiJuQoDGr,Evelyn Walker,z8pLwj6X5P,Magical Journey Under the Sea,1925-11-22,@APPLE freaks is Siri available for Iphone 4 yet?
U5ayRVyZpy,Noah Williams,ddQ8bDtBJV,Amazing Adventure in the Future,1934-01-17,The ARM Cortex-A9 Processors pdf ebook:  http://t.co/F8mSgjgF #google
ssZLeFdVoR,Grace Smith,tlnvUHVJnx,Fantastic Story in the Future,2009-09-26,I hate my @apple computer.  Thats 3500 dollars down the drain.
02vMfHwnCd,Jacob Thompson,f6TE5ISwTP,Fantastic Life Beyond the Stars,2006-09-09,dear invisible intern/assistant: please go pick up my computer from the @apple hospital so i can upgrade to iOS5. thanks!
67w9ygqLml,Olivia Brown,08sfFXAkUK,Incredible Journey in the Future,1952-08-22,@APPLE freaks is Siri available for Iphone 4 yet?
m4JdOExbxJ,Evelyn Thomas,PGBRap1wJz,Magical Adventure of the Ancient World,1942-01-28,@IrinaAlfonzo por eso siempre he dicho! El #FB es para q todos vean lo q haces y chismeen y el #Twitter es mas #informativo
2DDp1MYy2i,Emma Rodriguez,qnRzuYOxRD,Magical Adventure in the Mountains,1951-08-09,RT @mcala: #windowsphone Metro style has obviously impressed somebody at #Google. #imitation #flattery #Android 4.0
XfMSv3xaBR,Jacob Perez,0we68ywE5A,Mysterious Adventure in the Future,1906-01-05,"IOS5 has one problem, when i save someone in my contacts they don't show his nam becuz of the region/ +965 @apple #apple"
BJywpRn3uf,Emma Lee,hx48nG8J8N,Incredible Secret in the Future,1906-12-12,"Introducing Android 4.0, Ice Cream SandwichIntroducing Android 4.0, Ice Cream Sandwich http://t.co/L4Hqkv0c #Google #Android"
nD1BeCCKTN,Ivy Martinez,x3za29C8yx,Mysterious Journey in the Mountains,1940-12-02,This Data Usage feature looks amazing on ICS. #android #samsung #google #GALAXYNexus
mGlMP0KMaA,Ava Lopez,RbcEwe3YFF,Mysterious Life in the Future,1912-09-30,Find more the best Maytag Washer Control Board deal.Check pric http://t.co/SNdkAg3e@Best @Apple @Peeler
p1qIk95N47,Jacob Taylor,jQxLk2Wwvd,Mysterious Secret Beyond the Stars,1971-02-10,A Great iPhone 4S Review @engadget @iphone @apple http://t.co/gX07Qywe
xOwv0kBC3r,Matthew Hernandez,obFZxkgBlE,Incredible Journey Under the Sea,2015-03-02,@hbogo @apple - why don't you play nice and let me use HDMI from iPad?  Pretty lame.
kVNRuvyRQI,Emma Smith,EGdywgUaZq,Fantastic Story in the Future,1922-02-11,#twitter #detik Ali Imron dan Imam Samudra Survei Paddys Pub http://t.co/otUl1ujQ
CVYkJZybK7,Jacob Harris,1Y2X3kXeOP,Magical Adventure of the Ancient World,1965-02-06,"@Bestbuy or @Apple to purchase my imac, iPad, and printer? #StudentDiscounts?"
vzZoHr1lKZ,Aiden Wilson,QBojGRuOaj,Fantastic Journey Beyond the Stars,1904-03-08,wait.... since when does putting honeycomb and gingerbread together make ice cream sandwich? #google ...
cUfqQXU15Z,Abigail Anderson,aXRsLtjgmg,Incredible Adventure Under the Sea,1932-10-04,"RT @VanillaLatte_xD: #omfg .. #Twitter , Why fxck up ? I wanna see my Retweets ""/"
J0NF9wmBwF,Isabella Hernandez,Cm4dM4cSUZ,Incredible Story Under the Sea,2010-05-02,@apple why does #iPhone4 plus #iOS5 equal half the battery life?
QazwrwgzeJ,Alice Brown,Uc23rzlOmB,Fantastic Story in the Mountains,2014-03-22,I wonder if I was to get at a celebrity's neck on #twitter. Will I be on the news or radio. #planForFame lmfao
XkR9qKi0lD,Charlotte Hernandez,E4nBHnq11J,Fantastic Adventure in the Mountains,1900-02-10,"#Twitter, #Facebook, #Google+ ,YouTube, #Msn ,#Gmail #OFF A dormir se ha dicho =)"
sGrK3oUEM4,Jack Brown,WcWHzVCsv0,Mysterious Journey in the Mountains,2002-01-31,"#Android: This Is the #Samsung Galaxy Nexus, #Google's New Official Android Phone(via @Gizmodo) - The... http://t.co/wS4GS9uk"
ARSB2F2s8g,Lucas Johnson,FzkgcpioGM,Amazing Life of the Ancient World,1933-07-08,Updated my iOS and started using cloud services. Pretty bad ass @apple my #iPhone 3GS still the champ.
3txoQXFjM0,Liam Wilson,ESVWxO12dY,Fantastic Story Beyond the Stars,1999-04-28,Siri says some weird things | This is my next... http://t.co/H8n7caSg via @verge @hasanga @mohoisham @apple #Siri #LMFAO
bVyKAu9ndo,Ethan Hall,AR3KveOsRV,Amazing Story Under the Sea,1953-10-07,"@Apple your service experience is really fucking slipping (except for cute, eyelash batting girlies). (@ Apple Store) http://t.co/dOHDEnMg"
Aql3gUhJCg,Mason Brown,1Hq6VYBT3o,Magical Adventure in the Mountains,1918-12-28,#Yahoo up 4 sale - again! Yrs back #Microsoft almost bought it & now glad it didn't. This could b deal of the year that dosent happen!
UiAFk250qL,Abigail Garcia,OOYK5D3LJl,Magical Journey Beyond the Stars,2003-06-04,"RT @remcovandenhout: Meest comfortabele Touch area voor tablets, volgens onderzoek #Microsoft #augnl 2thumbsUp http://t.co/yPeRGaf1"
h1hoB3h8fp,Carol Taylor,XOLyt6EaWk,Incredible Journey in the Future,1997-07-23,"Microsoft - Hardware, XBOX Produkte, Spiele und Software http://t.co/qWaNQyCF Profitieren Sie von den zahlreichen Vorte #Hardware #Microsoft"
DkTTkXpgyH,Frank Walker,xn39iEflBD,Magical Story in the Mountains,1993-06-18,"Wow, worst @apple customer service experience ever. Arrogant and inept. Bad combo, Biltmore Apple store."
IA55ibdT7A,Grace Williams,U0w88zDIBr,Amazing Life Under the Sea,1928-11-19,"So ""cutting the cord"" makes podcasts even harder to manage?!? No subscriptions! WTH, @Apple? http://t.co/LD2i871x #iOS5 (via @carrypad)"
u9GR6puoOD,Matthew Miller,hJbNLfrIUW,Amazing Adventure in the Mountains,1904-06-12,"@azee1v1 @apple @umber AppStore is well done, so is iTunes on the mobile devices.  I was talking about desktop app."
RJ6vF4nBz8,Logan Moore,4d7rUmt4je,Amazing Life in the Mountains,1968-10-17,"""Hay que darse prisa en conocer el fenómeno web... Acabará en tres ... - El… http://t.co/ynksEeUN #google"
MrrmaoUcEx,Aiden Miller,GuEFKzjjzV,Magical Life in the Mountains,2004-01-24,yumyumyum...I want Ice Cream Sandwich... #google #android
UuPsqDwmSK,Henry White,6FIwTs8nub,Fantastic Life in the Future,1929-01-27,A ver si me meto en la #adiccion esta de la #mierda de #twitter
YnM15Jzc4e,Henry Hall,JE00wb06cd,Fantastic Journey Beyond the Stars,2023-01-05,O android 4.0 Ice Cream Sandwich agenda de contato esta parecendo o windows phone 7 #google #android
Q5YElb2MRb,Frank Thompson,s28CKKytZz,Incredible Secret of the Ancient World,1924-08-25,"#Microsoft launching the OmniTouch, how funny I though that was an @ALUEnterprise solution! #copyright http://t.co/5ExkV0L7 via @l_evenement"
tkGXl4Lfki,Carol Thomas,3c7dYzrBgM,Incredible Journey in the Future,1999-12-04,RT @bytegadget: Video oficial del #GalaxyNexus y especificaciones – El nuevo #smartphone insignia de #Google y… http://t.co/Rvn0oFWy
PUZV5v8zEO,David Clark,x9ndgGeROT,Magical Adventure Under the Sea,1974-03-01,@EddDarkfawn Eso digo yo! pa estar uno emboltijado viendo pelis de terror y no bajando los canastos en #Twitter! ajajajajaja
GLBTN7eWep,David Taylor,CC5ernOxZM,Fantastic Adventure of the Ancient World,1944-05-08,Can someone explain to me how the hell iMessage differs from a text message? @Apple #fb
wiUDMNBQEJ,Ethan Perez,PQWLoZyC1I,Mysterious Secret in the Future,1966-06-11,"01:50 no #msn e no #twitter 
e #Facebook."
89rnTxmkiu,Isabella Perez,nCfwWW5LSI,Fantastic Life in the Mountains,1988-07-10,"#Microsoft #Cloud Oracle, Windows Garner Different Views over Multitenant Cloud ...: Microsoft's cloud appr... http://t.co/lVzJNRPs #TCN"
68Df5TzM5Q,Olivia Hernandez,yGhQrRjUQo,Mysterious Life of the Ancient World,1999-05-23,Better gallery app to be included with Android 4.0 as well. #Google #Android #ICS
Jgj04akqUn,Isabella Martinez,HoLzQjoP0M,Fantastic Life Beyond the Stars,1953-12-17,Mit Ihrem Feedback #TechNet verbessern: http://t.co/vGCoTK8z #microsoft
JZAgyJ2AEa,Carol Harris,emfwBt0d4T,Fantastic Adventure in the Future,1912-08-03,"#Microsoft ’s new “great to be a family” #adverts begin to air, including #Office2010 #Windows7 and #WP7.
http://t.co/L5J2UEEQ
@winrumors"
w1335JoktV,Lucas Jackson,Pu1bvHyqHS,Magical Story of the Ancient World,1992-09-03,when is @apple gonna update the fact that i can't see emoji on twitter for mac?
elKKaVhD7E,Alice Moore,aZY0sBIqZ1,Amazing Story in the Future,2002-01-10,ぺんてるのデジタルペン、オーリッド社のクラウド型テキスト化サービスと連携 ～スマートフォンからの操作で、手書きのデジタル化から、テキスト化が完結～（CNET Japan） ⇒ http://t.co/jtdAcA2W #twitter
Q24bop3Jkb,Aiden Perez,rUCvZAUOD2,Incredible Story in the Mountains,1931-05-15,#Google Says ICS Is Coming To The #Nexus S And “Theoretically” Should Work With 2.3 Devices http://t.co/TY0HDQAm
EIqcb3WShW,Evelyn Smith,haGfOGYIZz,Fantastic Journey Under the Sea,1940-05-03,@grumbledook still poor central management from Apple then? #microsoft
yiQxCpTGJR,Mia Harris,q19AhI9HRM,Amazing Adventure Under the Sea,1906-03-19,"Bonjour #twitter , reveil trés difficile pour ma part.. !"
20JfjDPcW3,Amelia White,NIEQKHJIoA,Fantastic Secret of the Ancient World,1968-03-27,#Ballmer says that #Microsoft dodged a bullet when it failed to acquire #Yahoo in 2008 | Wish 1 of my ex-employers was lucky like that 2
SFArD9Hi6n,Jacob Thomas,d651FMc8Rb,Fantastic Life of the Ancient World,1916-02-01,#Microsoft dishing out free first-gen WP7 handsets at its stores http://t.co/cvfWMvmO
Dn0oWLJV0v,Noah Walker,nelpwm44sI,Amazing Story Under the Sea,1902-11-25,Chill lol RT @apple: 😂😂😂😂😂😂😂😂 RT @Styl_Standin: What is imessage??
ivuA7TWrS2,Sophia Taylor,eXgP8Dufh4,Incredible Adventure in the Mountains,1944-10-23,The competition: #Google introduces #Android 4.0 Ice Cream Sandwich and the Galaxy Nexus http://t.co/PCu88z7j
z5dxcwA84d,Abigail Walker,5VHzDBUZjz,Amazing Adventure in the Future,1945-01-21,The nice @apple tech support guy fixed my iTouch =D
cXHm9Y7es7,Noah Harris,Wimm7njoes,Amazing Adventure Beyond the Stars,1942-10-28,#Google+
mGldO1y0jm,Lucas Rodriguez,6PqIAJvUGK,Amazing Story in the Mountains,1945-01-14,. @apple & @AT&T u cannot tell me there isn't at least 1 64GB iPhone 4S in LA or Vegas!! Give me a fucking break!!!!
pj6IZHmDFs,Isabella Lewis,6fRVzeP6gp,Amazing Secret Under the Sea,1903-04-24,#Microsoft We support you. Retweet if u support us or want to.
F0NPG5aeqZ,Bob Robinson,LY6Eaf7xMR,Amazing Secret in the Mountains,1927-08-18,WOW that #AmberCole video hit #Google!! I'm done haha.....
UCmUDlIdku,Charlotte Anderson,k9NR2qlRWu,Fantastic Adventure of the Ancient World,1963-01-26,Interesting read - How #Apple eclipsed #Microsoft http://t.co/hFWpbMY6 via @guardian (cc: @elcheicon)
5YpJJ8aDS8,Daniel Gonzalez,0F8IJk3kO1,Incredible Secret in the Future,2015-02-21,#Microsoft should follow suit with #Bing and #Windows Live http://t.co/9s0f4SNn
gUJ4bgEht8,Aiden Hall,zhSXY7wAxv,Mysterious Life in the Mountains,1990-06-08,#Google Android Ice Cream Sandwich OS http://t.co/VhntGols #technology #androidicecream #nexusprime #sandwichos
ILjTTnDYxD,Charlotte Gonzalez,8U5W2EC9r8,Incredible Story of the Ancient World,1932-06-11,"Cream on the inside, clean on the outside. Ice Cream phone job. #Google"
XCjXQ3k2AF,Grace Smith,e13ahRuk2J,Amazing Secret Beyond the Stars,1946-05-03,Packed session on @Apple and @Google at #GartnerSYM. Indicator of today's mindshare?
56p9M7KNus,Alice Gonzalez,7vPbSe1rKD,Mysterious Life in the Future,1977-12-17,"HNews: Google, Samsung unveil Ice Cream Sandwich-powered Galaxy Nexus http://t.co/elh77r4p #google #.net"
zXDhld4iDg,Abigail Smith,9gwthYkPg0,Magical Secret in the Mountains,1983-08-26,#Skype devient officiellement une division de #Microsoft
jd3218xK3r,Grace Smith,AJSp1fiJkC,Magical Story Beyond the Stars,2022-07-22,@Giiz_arg pero lo originales son los que ya tienen mas de un año con #twitter o algunos meses o que no?
J725ei1P9s,Noah Taylor,iYvYarh1L4,Magical Adventure of the Ancient World,2018-08-14,@5in_n_the_Air #GOOGLE time kml
ee3sXzxNxM,Ava Jones,fFjpXNqfeP,Incredible Life of the Ancient World,1999-02-03,"RT @SharonHayes: Top 50 #Twitter Acronyms, Abbreviations and Initialisms http://t.co/nEqHcJsY  /via @ruhanirabin"
deOi0wJ3Wh,David Lee,MQkKJlXkCj,Magical Secret in the Future,1981-05-04,"@robcollingridge @Apple @Google Been looking at Samsung ChatON tonight, very promising. Integrated with key apps http://t.co/DZsGPhqt"
CEGWVDNw6B,Grace Moore,BIKAgCOHlT,Fantastic Journey of the Ancient World,2005-08-07,#Update #Microsoft MS11-078 - Critical : Vulnerability in .NET Framework and Microsoft Silverlight Could Allow R... http://t.co/izO0WUNt
VglywoCn6f,Isabella Hall,shRUduO1BD,Amazing Story in the Mountains,1936-06-14,#ThingsWeAllHate  false advertisement via #twitter lol
Y6k13GOZWs,Henry Anderson,TbfSOFr5mP,Mysterious Journey of the Ancient World,1999-05-16,@hervepierre mdr! ouais une mauvaise expérience avec les vendeurs @Apple store m'a fait hair l'iphone ;)
sOcE9qpwie,Henry Lewis,kAl0vQoRNZ,Magical Story in the Future,1914-05-15,"RT @drewbezanson: You can literally go back and forth between #Facebook, #twitter, #text and #email all do. #technology is too good."
LSVDdEIpUR,Lucas Walker,bhQAQYgKKl,Incredible Secret in the Future,1984-11-01,Abonnez vous @TunisieNews2011 et Suivez toute l' #actualité sur #Twitter | #Tunisie #TunisieNews #News
7agZXI6DL0,Isabella Lopez,eGxIWrHD01,Mysterious Adventure in the Future,2016-08-01,#google Unwrapping Ice Cream Sandwich on the Galaxy Nexus http://t.co/YLRL4lZy
IqFUyxBC11,Amelia Clark,sgKdGIxmhL,Mysterious Life Beyond the Stars,1911-10-02,#pardus SecureBoot'a Karşı Duruyoruz!: http://t.co/Uiwn6fgQ #fsf #secureboot #linux #microsoft
